"last name","first name","birthdays"
"Figueroa","Michael","1941-03-12"
"Fields","John","1945-06-02"
"Fields","Joseph","1972-08-18"
"Fields","Robert","1970-11-01"
"Fielding","Kristina","1965-01-27"
"Fickes","Ann","1944-11-09"
"Fichter","Gregory","1979-12-28"
"Fett","Shirley","1965-09-17"
"Ferrell","Michael","1971-06-26"
"Fernandez","Jessica","1962-07-21"
"Fernandez","Laura","1945-11-24"
"Fernandez","Virginia","1940-03-22"
"Fernandez","Michelle","1948-07-15"
"Ferguson","Jeremy","1956-07-26"
"Ferguson","Charmaine","1964-11-01"
"Ferguson","Dennis","1944-09-03"
"Ferguson","Wayne","1964-05-14"
"Ferguson","Daphne","1962-03-09"
"Ferguson","Larae","1958-07-12"
"Ferebee","Frances","1958-03-31"
"Fenwick","Gordon","1954-02-05"
"Fennell","Jack","1947-04-03"
"Felts","Luna","1943-12-15"
"Feder","Mary","1964-04-25"
"Faulkner","Gia","1960-12-18"
"Fast","Wayne","1982-12-17"
"Farrish","Matthew","1979-09-03"
"Farrington","Constance","1982-07-01"
"Farrell","Pamela","1954-12-18"
"Farrell","Juan","1982-09-26"
"Farr","Melissa","1960-04-30"
"Farley","Stephen","1970-02-28"
"Farley","George","1961-01-22"
"Farley","Nicole","1946-12-19"
"Farias","Ralph","1976-01-22"
"Farber","Aurora","1959-10-12"
"Falzone","German","1972-08-08"
"Fajardo","Scott","1952-02-28"
"Fairbanks","Constance","1950-01-26"
"Fabrizio","William","1948-09-23"
"Evans","David","1950-03-19"
"Evans","Betty","1940-09-12"
"Evans","James","1966-12-22"
"Evans","Mallory","1957-07-17"
"Evans","Rachel","1962-01-17"
"Evans","Regina","1984-10-01"
"Evans","Catherine","1981-07-15"
"Evans","Nancy","1967-01-04"
"Evans","Rose","1983-01-30"
"Evans","Keith","1961-12-12"
"Evans","Rita","1969-09-27"
"Evans","Hugh","1985-04-27"
"Eure","Rita","1968-11-23"
"Eubanks","Miguel","1984-01-30"
"Eubanks","Geraldine","1965-08-30"
"Estrada","Richard","1974-01-14"
"Estrada","Alma","1981-01-29"
"Estrada","Angelica","1963-10-25"
"Estrada","Alicia","1978-10-17"
"Estill","Logan","1962-02-04"
"Essary","Steven","1955-08-14"
"Espinoza","Deborah","1961-11-01"
"Espino","Bernard","1979-03-17"
"Espino","Timothy","1982-07-11"
"Esparza","James","1958-08-30"
"Esparza","Jodie","1950-05-06"
"Eslick","Stanley","1954-09-07"
"Escalante","Martha","1976-12-15"
"Erwin","Roderick","1945-10-24"
"Erler","Dorothy","1949-11-13"
"Erickson","Elaine","1982-09-07"
"Erickson","Frank","1974-06-20"
"Erickson","Thurman","1980-12-05"
"Erby","Janine","1958-11-07"
"Engstrom","Nancy","1959-12-17"
"Engman","Maria","1984-12-30"
"England","Sean","1941-07-12"
"Engelman","Carolyn","1945-06-04"
"Engel","Reuben","1960-07-11"
"Emond","Diana","1962-03-06"
"Emery","Felix","1940-02-22"
"Emerson","Peter","1948-05-20"
"Emerson","Susan","1975-10-13"
"Embree","Michael","1964-05-01"
"Emberton","Patricia","1940-10-20"
"Elzy","William","1972-09-24"
"Elwood","Otha","1940-04-10"
"Elrod","Howard","1985-10-24"
"Elmore","Celestine","1975-06-17"
"Elmore","Annie","1960-05-29"
"Elmore","Arthur","1960-06-09"
"Ellison","Erik","1974-10-14"
"Ellis","Frank","1947-10-04"
"Ellis","Ray","1981-06-11"
"Ellis","Beverly","1955-09-04"
"Ellis","Felicia","1984-08-31"
"Ellis","Rita","1967-07-02"
"Ellis","Amy","1957-12-06"
"Elliott","Rosa","1951-10-16"
"Ellingson","Desiree","1974-02-13"
"Ellett","Yvonne","1958-01-27"
"Ellard","David","1985-05-20"
"Elkins","Mary","1948-02-14"
"Elkins","David","1959-04-17"
"Elkins","Alpha","1969-09-23"
"Elias","Robert","1945-04-09"
"Eley","Debra","1985-07-05"
"Eldridge","Walter","1954-12-31"
"Eldridge","Joel","1982-08-12"
"Elders","James","1952-09-27"
"Egan","Isabelle","1946-04-19"
"Edwards","Nancy","1970-12-09"
"Edwards","Ariana","1972-08-24"
"Edwards","Diana","1970-12-24"
"Edwards","John","1959-09-15"
"Edwards","Claudette","1945-01-22"
"Edgerton","James","1948-06-24"
"Edgell","Elizabeth","1956-08-27"
"Edelen","Michael","1981-07-06"
"Eckman","Brandon","1962-10-30"
"Eastman","Barbara","1967-02-28"
"Easterday","Reginald","1973-01-01"
"Early","Brad","1943-08-24"
"Earhart","Joe","1969-08-10"
"Eaker","Amos","1953-12-30"
"Dziedzic","Christa","1952-04-09"
"Dyson","Patricia","1975-08-22"
"Dykes","Harriett","1949-06-19"
"Dykema","Larry","1957-10-01"
"Dyer","Russell","1980-07-12"
"Dyer","Tyler","1972-04-05"
"Dyer","Rebecca","1981-10-12"
"Dwyer","James","1967-02-15"
"Dwyer","Ruby","1952-11-05"
"Dwyer","Luke","1958-02-09"
"Duval","Marcel","1945-08-24"
"Dustin","Vivian","1957-04-02"
"Dustin","Russell","1985-11-03"
"Durst","Elvira","1975-01-02"
"Durham","Bob","1965-04-23"
"Duran","David","1962-09-29"
"Duran","Ronald","1976-01-27"
"Duran","Wallace","1974-12-14"
"Duquette","Adam","1941-09-07"
"Dupuis","Sharron","1944-06-01"
"Dupree","Louis","1979-08-10"
"Dupont","Margaret","1958-01-27"
"Dunn","Grace","1949-08-17"
"Dunlap","Timothy","1942-01-19"
"Dunklin","Alma","1961-07-19"
"Dunham","Derrick","1948-02-15"
"Duncan","Christopher","1984-04-25"
"Duncan","Pamela","1983-01-15"
"Duncan","Amber","1941-01-27"
"Dumas","Etta","1961-11-01"
"Duke","Aisha","1954-02-10"
"Duffy","Tracy","1942-06-17"
"Duff","Johanna","1943-09-04"
"Duckworth","Joshua","1977-05-23"
"Duckworth","Kevin","1965-10-08"
"Dubois","Jerry","1961-10-04"
"Dubay","Conrad","1948-02-12"
"Drury","Harold","1975-03-07"
"Drummond","Naomi","1959-04-20"
"Drummer","Mark","1952-07-27"
"Drewes","Karen","1943-04-24"
"Draves","Karen","1977-01-12"
"Doyle","Cynthia","1979-09-14"
"Doyle","Edward","1978-08-21"
"Doyle","Emilia","1970-10-27"
"Dowell","Christina","1967-08-12"
"Dowdy","Sarah","1984-09-21"
"Dowd","Micah","1957-12-05"
"Douglas","Charles","1952-03-23"
"Douglas","Thelma","1960-12-01"
"Doss","Della","1976-08-28"
"Dorsey","David","1944-01-23"
"Doran","Lea","1944-07-19"
"Dooley","Fanny","1974-03-11"
"Donovan","John","1963-11-03"
"Donovan","Fernando","1944-07-17"
"Donofrio","Bonnie","1977-04-12"
"Donley","Lee","1966-08-25"
"Donelson","Steven","1979-04-13"
"Dominguez","Barney","1980-04-23"
"Dominguez","Sharon","1964-03-19"
"Dominguez","Pablo","1960-10-17"
"Dolloff","Alyssa","1982-05-01"
"Dollinger","Louise","1963-01-11"
"Dolan","Steve","1963-04-04"
"Dolan","Alex","1944-08-11"
"Dodson","Robert","1947-04-26"
"Dodge","Roberto","1949-09-20"
"Dockery","Gregoria","1973-08-30"
"Dobson","April","1947-07-02"
"Dobbins","Tonya","1979-04-09"
"Doane","Gerard","1982-01-08"
"Doan","Andrew","1958-06-05"
"Dixon","Minerva","1985-10-17"
"Dixon","Scott","1966-06-09"
"Dixon","Clara","1947-10-16"
"Dishman","James","1976-05-31"
"Dion","Brian","1942-12-07"
"Dingle","Brian","1948-07-29"
"Dingess","Paul","1941-03-15"
"Dileo","Lisa","1944-06-08"
"Dietrich","Ricky","1945-01-23"
"Dieter","Lloyd","1958-04-16"
"Diep","Alexander","1943-06-11"
"Didomenico","Nicole","1953-07-19"
"Dickson","Norma","1958-08-23"
"Dickey","Stephine","1942-07-16"
"Dickey","Donald","1976-05-24"
"Dibble","Cathy","1960-01-06"
"Diaz","Charlie","1980-09-26"
"Diaz","Douglas","1950-03-17"
"Diaz","Annette","1951-10-18"
"Diaz","Andrew","1950-10-23"
"Diaz","Barbara","1966-02-27"
"Dias","Darla","1953-12-14"
"Dias","James","1977-11-03"
"Dey","Jane","1946-12-11"
"Devito","David","1949-10-04"
"Dever","Lacie","1982-07-06"
"Despres","Marcella","1980-07-29"
"Desimone","Bryan","1972-08-20"
"Desilva","Christopher","1947-06-29"
"Derrick","Sandra","1961-10-07"
"Derosier","Keith","1946-11-08"
"Denton","Sharon","1982-05-27"
"Dennard","Jose","1972-03-02"
"Demmer","Brenda","1942-02-07"
"Demers","Todd","1965-06-18"
"Demartino","Carol","1967-12-08"
"Demaria","Mary","1968-11-26"
"Delvalle","Richard","1984-05-08"
"Deluca","Darrell","1967-09-27"
"Deltoro","Cortez","1976-12-13"
"Delossantos","Lynne","1983-01-16"
"Delosreyes","Anthony","1967-04-14"
"Delong","Sandra","1983-12-16"
"Dellinger","Sally","1983-02-02"
"Delgado","Crystal","1963-11-30"
"Deleon","Michael","1976-01-02"
"Delcid","James","1975-01-05"
"Delcastillo","Monroe","1958-11-10"
"Delapena","Raymond","1954-02-10"
"Dejesus","Marquerite","1982-07-17"
"Degraffenreid","Micheal","1962-09-20"
"Deese","Eric","1961-10-13"
"Deer","Roger","1965-08-08"
"Deck","Evelyn","1963-01-28"
"Deblois","Kimberly","1983-06-18"
"Debellis","April","1942-08-15"
"Deangelo","Walter","1983-03-19"
"Deanda","Catherine","1971-06-18"
"Dean","Joseph","1970-04-05"
"Dean","Dennis","1948-06-15"
"Dean","Dorothy","1959-08-10"
"Dean","James","1960-01-15"
"Dean","Leslie","1947-11-03"
"Dean","Susan","1975-12-28"
"Dayton","Lori","1982-11-30"
"Daye","Carl","1970-10-16"
"Day","Kimberley","1957-08-28"
"Day","Elizabeth","1964-05-13"
"Dawson","David","1946-01-27"
"Dawson","Connie","1975-07-10"
"Daw","Kathy","1960-12-16"
"Davis","Bradley","1963-11-19"
"Davis","John","1972-06-28"
"Davis","Patricia","1962-11-02"
"Davis","Ann","1955-11-20"
"Davis","Michael","1956-06-18"
"Davis","Noah","1959-09-23"
"Davis","Bruce","1943-01-07"
"Davis","Jacquelyn","1944-05-21"
"Davis","Christopher","1958-04-25"
"Davis","Carrie","1946-03-28"
"Davis","Michael","1981-06-13"
"Davis","Crystal","1978-07-25"
"Davis","Grace","1949-01-12"
"Davis","Diane","1954-08-02"
"Davis","Mary","1963-01-23"
"Davis","Eliza","1962-02-06"
"Davis","Ofelia","1942-08-31"
"Davis","Sara","1960-10-12"
"Davis","Myrna","1982-11-29"
"Davis","Jennie","1975-09-03"
"Davis","James","1961-02-21"
"Davis","Jarrett","1940-04-11"
"Davis","Steven","1974-02-18"
"Davis","John","1952-12-12"
"Davis","John","1940-03-23"
"Davis","Wilbert","1968-11-16"
"Davis","Lydia","1944-03-25"
"Davin","Sara","1941-12-20"
"Davies","Glen","1966-05-11"
"Davidson","Anthony","1971-04-11"
"David","Armando","1952-12-25"
"David","Vance","1958-11-24"
"Davey","Marlene","1985-05-04"
"Daugherty","Maryjane","1960-04-15"
"Daugherty","Stacy","1944-01-28"
"Dantonio","Anthony","1954-12-10"
"Danielson","Betty","1944-05-29"
"Daniels","Caroline","1958-03-30"
"Daniels","Gladys","1959-09-08"
"Daniels","Edwin","1973-03-11"
"Daniels","Helen","1980-01-11"
"Daniel","Timmy","1964-11-19"
"Daniel","Glen","1946-04-07"
"Danforth","Howard","1960-12-22"
"Dane","Eula","1981-10-08"
"Dandridge","Jean","1973-05-08"
"Dandrea","Nancy","1951-01-19"
"Dampier","William","1969-02-23"
"Dames","Paul","1980-12-17"
"Daly","Gary","1954-03-20"
"Daly","Lillian","1947-01-01"
"Dalton","Kerry","1983-05-30"
"Dalton","Roberta","1985-11-16"
"Dallas","Anna","1971-07-30"
"Dallas","Adam","1951-01-30"
"Dale","Douglas","1967-08-07"
"Dailey","Samuel","1981-03-27"
"Daigneault","Daniel","1949-12-10"
"Daigle","Matthew","1962-08-09"
"Dacus","Herbert","1972-03-17"
"Cyrus","Doris","1969-12-26"
"Custard","Dorothy","1984-10-11"
"Cusick","Christopher","1964-05-06"
"Cusack","Alice","1985-11-21"
"Cusack","Colleen","1976-09-09"
"Curtis","Joseph","1976-07-02"
"Curtis","Celeste","1948-06-06"
"Curtis","Annette","1967-08-21"
"Curtin","Alyssa","1944-03-24"
"Curry","Stephanie","1955-05-10"
"Curry","Teresa","1963-12-21"
"Currier","Christopher","1968-02-26"
"Curran","Louise","1947-12-13"
"Cunningham","Antoinette","1957-01-25"
"Cunningham","Charles","1978-07-30"
"Cuneo","Richard","1948-02-27"
"Cummings","Carrie","1942-08-15"
"Cummings","Mack","1943-10-23"
"Cullen","Michael","1981-09-09"
"Crystal","Luis","1985-08-16"
"Cruz","Sarah","1980-07-04"
"Cruz","Kathleen","1978-01-15"
"Cruz","Michelle","1979-08-17"
"Cruz","Erin","1974-03-24"
"Cruz","Edward","1982-04-25"
"Cruz","Charles","1964-06-17"
"Cruz","Natasha","1976-12-18"
"Cruz","Cora","1953-07-25"
"Crutcher","Harold","1946-04-22"
"Crum","Michael","1952-02-11"
"Crowley","Jenny","1983-08-09"
"Crowder","Mariann","1956-01-01"
"Crouse","Peggy","1970-09-27"
"Cross","Eileen","1958-11-13"
"Cross","Caroline","1968-06-29"
"Cross","Drew","1963-03-11"
"Cromer","Jennifer","1971-04-21"
"Croft","William","1984-09-08"
"Croft","Kathy","1978-05-07"
"Croft","Georgina","1983-04-21"
"Crocker","Eleanor","1948-04-02"
"Crews","Sarah","1945-03-28"
"Cressey","John","1982-01-22"
"Creighton","Briana","1970-04-24"
"Creighton","Chad","1948-06-13"
"Crawford","Wilma","1957-09-09"
"Crawford","Stephen","1950-05-08"
"Crawford","John","1965-04-08"
"Craven","Jeffrey","1982-07-06"
"Crane","Rae","1953-09-21"
"Crandall","Monte","1976-11-29"
"Cramer","Michelle","1975-10-13"
"Cramer","Bryan","1966-03-21"
"Cramer","Eugene","1944-01-10"
"Craig","Frank","1969-12-12"
"Craig","Carolyn","1966-04-04"
"Crader","David","1974-09-18"
"Coyer","Marilyn","1965-07-17"
"Cox","Raul","1976-06-09"
"Cox","Lori","1981-01-20"
"Cox","David","1960-09-27"
"Cox","Annette","1977-07-05"
"Cox","Charles","1975-04-23"
"Cox","James","1963-04-25"
"Cox","Marlene","1949-07-23"
"Cowan","John","1963-05-21"
"Couture","Courtney","1981-06-04"
"Courtois","Randall","1946-12-30"
"Courtney","Sandy","1946-09-26"
"Coulter","Charles","1973-03-27"
"Cottrell","Sandra","1944-07-16"
"Cottone","Andrew","1949-04-25"
"Cotter","Joseph","1976-10-03"
"Cotten","Ada","1975-07-12"
"Cothren","Lolita","1979-08-18"
"Cote","Juan","1945-11-14"
"Cote","David","1982-11-03"
"Cortez","Robert","1952-11-02"
"Corrales","Corey","1985-12-25"
"Cornwell","Mary","1970-10-02"
"Cornish","Rebecca","1968-11-01"
"Cornett","Christina","1968-06-05"
"Corner","Carlie","1961-08-25"
"Cornejo","Ashley","1947-06-13"
"Cormier","Marilyn","1956-09-29"
"Corbin","Steven","1971-03-28"
"Copper","James","1969-04-24"
"Copp","Diego","1957-05-14"
"Copley","Marilyn","1981-01-10"
"Copeland","Emerson","1972-06-17"
"Cooper","Melissa","1957-10-02"
"Cooper","Alonso","1975-05-02"
"Cooper","Susan","1952-07-29"
"Cooper","Natasha","1964-07-26"
"Cooper","Frank","1953-05-31"
"Cooper","Paul","1981-08-05"
"Coon","Ronald","1943-07-24"
"Coomer","Dustin","1970-02-25"
"Cook","Jone","1944-02-12"
"Cook","Brett","1972-12-07"
"Cook","Paul","1979-08-28"
"Cook","Moises","1962-02-23"
"Converse","Tina","1942-11-29"
"Constantine","Jerald","1941-11-04"
"Conrad","Saundra","1985-05-02"
"Conner","Edward","1950-11-27"
"Conner","Gloria","1965-04-19"
"Connell","Wanda","1955-06-12"
"Conley","Yolanda","1967-01-18"
"Conkling","Joyce","1965-08-11"
"Conklin","Richard","1967-10-24"
"Conklin","Adam","1947-04-08"
"Condie","Allen","1953-02-15"
"Conant","Phyllis","1945-03-18"
"Commons","David","1958-02-12"
"Combs","Elbert","1970-04-17"
"Colon","Mary","1968-08-20"
"Collins","Margaret","1963-05-03"
"Collins","Gregory","1958-06-12"
"Collins","Sara","1948-07-25"
"Collins","Chad","1959-05-03"
"Collins","Blanca","1982-07-30"
"Collins","Mary","1985-05-04"
"Collier","Chantel","1969-11-30"
"Collette","Dina","1943-11-22"
"Coley","David","1983-03-10"
"Coleman","Zachary","1973-06-11"
"Coleman","Joshua","1967-08-23"
"Coleman","Jack","1984-10-17"
"Coleman","George","1941-04-27"
"Coleman","Brian","1979-03-19"
"Coleman","Richard","1976-05-31"
"Coleman","Grady","1941-12-09"
"Coleman","Anthony","1963-06-21"
"Cole","Johnnie","1948-02-17"
"Cole","Chrystal","1975-12-22"
"Cole","Shirley","1961-04-13"
"Cole","Henry","1972-03-02"
"Cohen","Edna","1949-09-11"
"Cody","Mary","1975-10-29"
"Cochran","Mae","1983-09-19"
"Cochran","Angelic","1983-10-01"
"Cobb","Heather","1956-04-05"
"Cobb","Jesus","1970-07-13"
"Cobb","Shirley","1955-11-15"
"Clyde","John","1969-04-27"
"Clute","Lynne","1982-09-17"
"Cloutier","Sheila","1942-12-01"
"Cline","Cheryl","1940-11-07"
"Cline","Preston","1967-02-28"
"Cline","Timothy","1973-11-24"
"Clinard","Lisa","1969-11-14"
"Clevenger","Claire","1963-06-20"
"Clemmons","Nick","1940-12-05"
"Clements","Thomas","1977-06-12"
"Clements","Johnathan","1948-03-04"
"Clements","Donald","1966-08-27"
"Clem","Annie","1977-03-31"
"Clayton","Laura","1976-07-25"
"Clay","Erika","1961-12-08"
"Clay","Pamela","1940-09-04"
"Clay","Robert","1956-05-21"
"Clay","Nicole","1945-05-26"
"Clay","Vern","1962-12-21"
"Claxton","Sue","1961-06-28"
"Clark","Debra","1945-07-30"
"Clark","Nancy","1960-05-30"
"Clark","Herbert","1950-01-27"
"Clark","Kathryn","1965-06-02"
"Clark","Casey","1958-12-01"
"Clark","Frederick","1956-01-13"
"Clark","William","1970-07-02"
"Clark","Arline","1964-07-30"
"Clark","James","1984-10-31"
"Clancy","Stacy","1975-05-07"
"Cisco","Eddie","1985-07-06"
"Chung","Robert","1972-05-24"
"Chung","Christina","1945-05-03"
"Christy","Isabel","1984-01-06"
"Christmas","Alton","1977-07-04"
"Christmas","Maya","1958-05-13"
"Christie","Kristine","1969-03-03"
"Christenson","Marc","1953-03-01"
"Christensen","Carol","1954-10-25"
"Christensen","Michael","1941-10-26"
"Chouinard","Virginia","1970-06-07"
"Cho","Susan","1940-08-03"
"Chitwood","Zita","1949-12-07"
"Chisolm","William","1948-10-22"
"Chisholm","Carrol","1963-09-10"
"Chinn","John","1981-08-04"
"Chin","Debbie","1964-01-25"
"Childs","Lawrence","1967-12-01"
"Childers","Edwin","1983-06-14"
"Childers","Paul","1951-06-26"
"Chick","Bertie","1958-01-26"
"Chi","Paula","1963-04-04"
"Chesser","William","1946-12-28"
"Cherry","Maureen","1950-09-27"
"Cherry","Michael","1982-05-15"
"Chenier","Tom","1983-12-14"
"Chen","Stuart","1969-12-16"
"Chavez","John","1958-09-30"
"Chavez","Cynthia","1946-08-17"
"Chavez","Joseph","1984-10-06"
"Chaves","Rebecca","1947-11-12"
"Chavarria","Nora","1943-12-10"
"Chavarria","Kurt","1954-06-16"
"Chatman","Ronald","1943-03-06"
"Chatfield","Milford","1981-05-21"
"Chase","Melissa","1984-10-02"
"Chase","Shawn","1980-07-29"
"Chase","Barbara","1984-03-12"
"Chase","Stephen","1950-01-21"
"Chase","Daniel","1982-07-15"
"Chapman","Kathy","1948-01-26"
"Chapman","Ryan","1950-04-18"
"Chapman","Randi","1950-11-02"
"Channell","Jacqueline","1962-01-27"
"Chang","Paul","1954-02-28"
"Chaney","Frederick","1973-11-20"
"Chaney","Gloria","1984-10-23"
"Chaney","Angela","1978-12-11"
"Chandler","Amber","1956-05-05"
"Chandler","Bob","1974-08-02"
"Chandler","David","1982-08-18"
"Chancey","Josefina","1974-08-30"
"Chan","Toni","1953-06-05"
"Champion","Sebastian","1974-07-01"
"Champion","Donald","1981-08-23"
"Chambers","Cathy","1982-02-03"
"Chambers","Johnny","1979-08-03"
"Chambers","Jonathan","1970-03-27"
"Chambers","Nella","1968-06-27"
"Chalker","Peggy","1970-02-25"
"Chaffee","Rachel","1972-03-12"
"Chacon","Frances","1979-06-03"
"Cessna","Lee","1953-05-02"
"Cervantes","Pauline","1968-03-03"
"Cerny","Eric","1960-02-29"
"Cerda","Antony","1953-02-25"
"Ceniceros","Tonja","1984-07-22"
"Celis","Ludivina","1951-03-15"
"Cavins","Jordon","1975-01-06"
"Caudill","David","1959-07-17"
"Cate","Minnie","1978-08-05"
"Cate","Laura","1977-09-08"
"Catalano","Anthony","1946-08-31"
"Castro","Reuben","1985-12-07"
"Castro","Jason","1949-05-02"
"Castillo","Avelina","1972-06-09"
"Castillo","Edgar","1966-08-19"
"Casteel","James","1942-10-17"
"Casteel","Ulysses","1979-04-28"
"Castano","Shanika","1957-03-11"
"Cassidy","Lois","1944-09-28"
"Cason","Raymond","1958-06-23"
"Casillas","Alma","1983-05-30"
"Cashman","Debra","1978-08-26"
"Casey","Richard","1956-04-14"
"Carwile","Jerry","1963-05-07"
"Carver","Robyn","1967-08-31"
"Caruso","Belinda","1941-07-21"
"Cartwright","Don","1962-07-07"
"Cartwright","Barbara","1956-12-31"
"Carter","Linda","1979-06-01"
"Carter","Marshall","1984-08-18"
"Carter","Sheryl","1941-12-21"
"Carter","Frances","1956-12-09"
"Carter","Thomas","1978-11-29"
"Carter","Peggy","1958-12-06"
"Carter","Aaron","1980-09-30"
"Carter","Theresa","1976-04-30"
"Carter","Fawn","1963-02-05"
"Carter","Duane","1940-07-15"
"Carter","Martha","1962-03-20"
"Carter","Gilbert","1946-05-09"
"Carter","Salvador","1967-03-16"
"Carter","Bruce","1953-04-26"
"Cartagena","Rita","1980-12-14"
"Carson","Lien","1971-12-01"
"Carroll","Jermaine","1951-09-02"
"Carroll","Walter","1941-04-25"
"Carroll","Kathleen","1972-11-03"
"Carroll","Sofia","1953-10-01"
"Carroll","Robert","1943-05-14"
"Carrol","Ray","1953-06-06"
"Carrillo","Lucy","1982-06-29"
"Carriere","Lonnie","1966-05-28"
"Carr","Joseph","1959-02-20"
"Carper","Justin","1976-09-03"
"Carpentier","Karl","1942-01-08"
"Carpenter","Philip","1978-09-29"
"Carpenter","Elizabeth","1979-01-09"
"Carpenter","Donna","1981-11-10"
"Carmichael","Timothy","1974-08-06"
"Carlyle","Roger","1968-01-25"
"Cargill","Angela","1976-01-19"
"Carey","Frances","1959-10-07"
"Carey","George","1952-02-14"
"Caputo","Joshua","1967-02-23"
"Cantrell","John","1941-05-21"
"Cantrell","Susan","1959-03-18"
"Canter","David","1980-06-06"
"Cannon","Juliet","1967-07-31"
"Cannon","Ryan","1967-05-13"
"Cannon","Denise","1976-04-22"
"Campo","Bonnie","1983-06-07"
"Campion","Lloyd","1970-02-03"
"Campbell","Julia","1957-07-15"
"Campbell","David","1963-05-28"
"Campbell","Daniel","1978-02-14"
"Campbell","Gregory","1978-06-23"
"Campbell","Olivia","1955-01-05"
"Campbell","Kent","1953-09-21"
"Campbell","Porter","1972-08-23"
"Campbell","Dora","1971-04-19"
"Campbell","Margaret","1976-03-30"
"Campas","David","1976-03-06"
"Camarillo","Jane","1976-06-30"
"Camacho","James","1953-11-14"
"Camacho","Ray","1963-12-18"
"Camacho","Eun","1976-10-17"
"Calvillo","Michael","1968-07-06"
"Calvert","Phillip","1965-01-02"
"Calvert","Jamal","1962-05-12"
"Callahan","Elizabeth","1974-05-19"
"Callaghan","Richard","1949-10-08"
"Calhoun","Elizabeth","1978-05-30"
"Caldwell","Marguerite","1962-09-06"
"Calderwood","Robin","1973-08-18"
"Cain","Mark","1972-09-03"
"Cadorette","Sue","1981-01-01"
"Caballero","Andrew","1980-06-13"
"Byrne","Stephine","1960-04-16"
"Byrne","Dennis","1966-11-05"
"Byrd","John","1985-01-02"
"Byington","Frances","1942-03-15"
"Bybee","Harrison","1982-04-27"
"Butler","Martha","1966-07-20"
"Butler","James","1980-04-21"
"Butler","Gerald","1966-07-30"
"Bustamante","Walter","1971-06-12"
"Bussiere","Alice","1952-09-30"
"Bussey","Marianne","1979-06-27"
"Bush","Stephanie","1963-03-20"
"Busey","Pat","1964-10-17"
"Busby","Linda","1974-06-30"
"Burton","Addie","1958-02-09"
"Burton","Dale","1941-09-03"
"Burton","Nadine","1943-02-17"
"Burton","Dan","1965-08-02"
"Burton","Betty","1975-08-29"
"Burt","Pauline","1950-07-14"
"Burrows","Edward","1957-05-27"
"Burroughs","Danny","1954-05-20"
"Burris","Willie","1952-07-21"
"Burris","Patricia","1959-07-20"
"Burrier","Darlene","1985-03-22"
"Burr","Marvin","1965-05-29"
"Burpo","Esmeralda","1968-09-25"
"Burns","Ross","1957-07-07"
"Burns","Ruth","1981-06-22"
"Burnette","Amanda","1977-11-25"
"Burnette","James","1945-05-04"
"Burner","Jerry","1950-04-23"
"Burmeister","Clarice","1945-05-05"
"Burman","Faye","1969-07-25"
"Burleson","Reina","1969-05-14"
"Burkley","Luther","1955-12-06"
"Burkley","Pauline","1964-03-03"
"Burkett","Marylou","1973-11-17"
"Burke","Kevin","1958-09-02"
"Burke","Frank","1969-10-13"
"Burke","Stephen","1981-01-21"
"Burke","Christopher","1959-08-10"
"Burke","Caitlin","1946-07-30"
"Burke","Rickie","1974-08-19"
"Burke","Irene","1974-07-11"
"Burkart","John","1955-10-20"
"Burgoon","Helen","1957-08-30"
"Burgin","Alison","1945-09-30"
"Burgess","Kelvin","1940-05-18"
"Burgess","Julissa","1944-08-22"
"Burgess","Kenneth","1966-05-23"
"Burdett","Delores","1955-08-06"
"Burchard","Joseph","1952-04-25"
"Bunnell","William","1970-10-30"
"Bunn","Don","1950-04-21"
"Bunch","Dale","1981-02-09"
"Bumgardner","Richard","1963-06-11"
"Bullock","Virginia","1974-07-21"
"Buckley","Jennifer","1950-12-19"
"Buckler","Alvin","1964-01-24"
"Buchan","Frank","1963-07-17"
"Bryson","Gary","1953-10-23"
"Bryden","Nathan","1977-11-13"
"Bryant","Maria","1960-06-08"
"Bryant","Duane","1958-02-24"
"Bryant","Andrew","1964-09-30"
"Bryant","Manuela","1953-02-05"
"Bryant","Rebecca","1976-03-27"
"Bryan","Jason","1940-11-29"
"Brunson","Wendolyn","1960-04-11"
"Brunet","David","1975-04-03"
"Brunell","Marie","1948-07-01"
"Brundage","Melissa","1947-05-17"
"Bruce","Edna","1954-10-22"
"Bruce","Jo","1944-06-20"
"Brubaker","Margaret","1973-09-30"
"Brubaker","Tina","1973-02-11"
"Broyles","Brenda","1980-04-18"
"Brownlee","Emelda","1963-10-28"
"Browning","Ernest","1956-08-18"
"Brown","Glenda","1951-10-31"
"Brown","Paulette","1969-12-08"
"Brown","Mary","1962-11-28"
"Brown","Cary","1964-08-10"
"Brown","George","1979-04-25"
"Brown","David","1976-02-23"
"Brown","Kari","1982-07-22"
"Brown","Marietta","1940-07-25"
"Brown","Brian","1962-05-14"
"Brown","Martha","1973-03-23"
"Brown","Kimberly","1979-06-18"
"Brown","Melodie","1981-09-09"
"Brown","William","1945-07-25"
"Brown","Virgil","1984-02-18"
"Brown","Eddie","1958-10-07"
"Brown","Arthur","1972-12-07"
"Brown","Ernest","1970-01-20"
"Brown","Candida","1981-02-16"
"Brown","Paula","1947-01-25"
"Brown","Kevin","1984-01-19"
"Brown","Michael","1940-11-15"
"Brown","John","1982-12-25"
"Brown","Mary","1964-07-23"
"Brown","Janet","1972-05-11"
"Brown","Carmel","1970-07-14"
"Brown","Lucille","1973-01-08"
